Reward,Got Flag
1070.0,False
703.0,False
1072.0,False
1074.0,False
680.0,False
1857.0,False
1207.0,False
1465.0,False
1434.0,False
681.0,False
1769.0,False
1964.0,False
1868.0,False
2686.0,False
2318.0,False
683.0,False
2088.0,False
1438.0,False
696.0,False
1837.0,False
2726.0,False
678.0,False
2252.0,False
1067.0,False
667.0,False
1266.0,False
688.0,False
1887.0,False
2106.0,False
1495.0,False
1456.0,False
2990.0,False
2457.0,False
2287.0,False
2523.0,False
1959.0,False
1198.0,False
1031.0,False
664.0,False
2025.0,False
2061.0,False
1562.0,False
2277.0,False
1882.0,False
1733.0,False
1058.0,False
667.0,False
703.0,False
