Reward,Got Flag,Max Distance %
197.0,False,8.393939393939394
96.0,False,18.06060606060606
116.0,False,5.9393939393939394
65.0,False,5.606060606060606
168.0,False,7.9393939393939394
125.0,False,7.363636363636364
88.0,False,4.9393939393939394
233.0,False,21.90909090909091
245.0,False,21.90909090909091
220.0,False,8.848484848484848
-37.0,False,4.575757575757576
177.0,False,7.545454545454546
266.0,False,23.06060606060606
185.0,False,8.606060606060606
235.0,False,21.90909090909091
140.0,False,6.969696969696971
250.0,False,22.0
265.0,False,21.90909090909091
535.0,False,20.12121212121212
193.0,False,8.636363636363637
193.0,False,21.939393939393938
509.0,False,20.151515151515152
818.0,False,36.96969696969697
267.0,False,21.939393939393938
160.0,False,7.1818181818181825
229.0,False,8.878787878787879
256.0,False,21.90909090909091
267.0,False,21.939393939393938
540.0,False,21.90909090909091
446.0,False,21.90909090909091
210.0,False,8.333333333333332
695.0,False,26.212121212121215
533.0,False,20.333333333333332
535.0,False,27.21212121212121
215.0,False,8.484848484848486
438.0,False,27.333333333333332
182.0,False,7.575757575757576
231.0,False,8.90909090909091
267.0,False,21.90909090909091
435.0,False,25.666666666666664
534.0,False,20.303030303030305
205.0,False,8.303030303030303
609.0,False,20.909090909090907
155.0,False,7.454545454545454
217.0,False,8.606060606060606
236.0,False,9.121212121212121
232.0,False,9.0
969.0,False,36.96969696969697
542.0,False,20.666666666666668
201.0,False,8.242424242424242
765.0,False,34.39393939393939
209.0,False,8.333333333333332
503.0,False,24.575757575757574
518.0,False,24.848484848484848
256.0,False,21.90909090909091
226.0,False,8.818181818181818
193.0,False,7.96969696969697
740.0,False,36.24242424242424
974.0,False,34.03030303030303
941.0,False,34.060606060606055
208.0,False,8.454545454545455
164.0,False,7.212121212121213
726.0,False,26.121212121212125
210.0,False,8.424242424242424
1597.0,False,58.81818181818181
797.0,False,36.27272727272727
666.0,False,26.242424242424246
580.0,False,21.151515151515152
234.0,False,9.06060606060606
549.0,False,20.484848484848484
1225.0,False,43.27272727272727
581.0,False,20.939393939393938
455.0,False,25.424242424242426
225.0,False,8.848484848484848
842.0,False,34.060606060606055
932.0,False,34.18181818181818
227.0,False,8.93939393939394
846.0,False,34.515151515151516
559.0,False,19.545454545454547
230.0,False,9.0
227.0,False,9.06060606060606
564.0,False,27.21212121212121
870.0,False,34.12121212121212
590.0,False,20.606060606060606
677.0,False,24.272727272727273
996.0,False,42.75757575757576
206.0,False,8.242424242424242
157.0,False,7.1818181818181825
200.0,False,9.303030303030303
197.0,False,8.0
555.0,False,23.90909090909091
218.0,False,8.636363636363637
919.0,False,36.484848484848484
720.0,False,27.21212121212121
149.0,False,6.7272727272727275
1012.0,False,34.12121212121212
708.0,False,27.27272727272727
680.0,False,25.181818181818183
700.0,False,26.121212121212125
617.0,False,21.545454545454547
632.0,False,21.87878787878788
209.0,False,8.393939393939394
596.0,False,20.606060606060606
585.0,False,20.484848484848484
558.0,False,24.6969696969697
797.0,False,27.21212121212121
160.0,False,7.424242424242425
596.0,False,21.181818181818183
569.0,False,20.78787878787879
1006.0,False,33.63636363636363
219.0,False,8.818181818181818
245.0,False,9.363636363636365
985.0,False,34.42424242424242
687.0,False,24.272727272727273
609.0,False,24.454545454545453
625.0,False,21.87878787878788
627.0,False,21.87878787878788
705.0,False,25.060606060606062
242.0,False,9.333333333333334
683.0,False,24.242424242424242
662.0,False,24.06060606060606
732.0,False,25.848484848484848
643.0,False,25.242424242424242
982.0,False,34.27272727272727
1249.0,False,43.42424242424243
1294.0,False,43.515151515151516
205.0,False,8.272727272727273
925.0,False,34.515151515151516
569.0,False,20.84848484848485
234.0,False,9.121212121212121
1265.0,False,43.45454545454545
581.0,False,20.696969696969695
701.0,False,27.21212121212121
671.0,False,24.181818181818183
602.0,False,20.575757575757574
978.0,False,34.060606060606055
221.0,False,8.666666666666668
214.0,False,8.545454545454545
582.0,False,20.303030303030305
224.0,False,9.212121212121211
698.0,False,24.272727272727273
231.0,False,8.90909090909091
199.0,False,8.06060606060606
575.0,False,20.242424242424242
695.0,False,24.818181818181817
605.0,False,25.03030303030303
620.0,False,21.87878787878788
238.0,False,9.121212121212121
240.0,False,9.272727272727273
713.0,False,24.666666666666668
914.0,False,34.303030303030305
909.0,False,34.36363636363636
585.0,False,20.666666666666668
218.0,False,8.606060606060606
226.0,False,8.848484848484848
245.0,False,9.333333333333334
1514.0,False,51.696969696969695
217.0,False,8.848484848484848
226.0,False,8.848484848484848
667.0,False,27.84848484848485
242.0,False,9.363636363636365
636.0,False,21.87878787878788
588.0,False,20.575757575757574
590.0,False,21.0
245.0,False,9.424242424242424
233.0,False,9.06060606060606
1269.0,False,42.93939393939394
248.0,False,9.484848484848484
666.0,False,24.242424242424242
611.0,False,21.272727272727273
235.0,False,9.090909090909092
227.0,False,8.90909090909091
977.0,False,34.39393939393939
630.0,False,21.90909090909091
623.0,False,21.272727272727273
773.0,False,27.363636363636363
639.0,False,21.939393939393938
771.0,False,26.757575757575758
602.0,False,21.393939393939394
690.0,False,24.333333333333336
612.0,False,20.96969696969697
891.0,False,34.303030303030305
603.0,False,21.87878787878788
612.0,False,20.939393939393938
743.0,False,27.21212121212121
706.0,False,26.242424242424246
599.0,False,20.84848484848485
113.0,False,7.8484848484848495
206.0,False,8.181818181818182
250.0,False,9.454545454545455
236.0,False,9.121212121212121
613.0,False,21.06060606060606
627.0,False,21.272727272727273
203.0,False,8.454545454545455
687.0,False,25.636363636363633
800.0,False,27.21212121212121
964.0,False,36.09090909090909
1274.0,False,42.878787878787875
606.0,False,21.06060606060606
226.0,False,8.787878787878787
249.0,False,9.515151515151516
593.0,False,21.87878787878788
714.0,False,25.12121212121212
236.0,False,9.090909090909092
613.0,False,20.939393939393938
611.0,False,20.87878787878788
214.0,False,8.515151515151514
678.0,False,24.303030303030305
1012.0,False,34.03030303030303
624.0,False,21.21212121212121
130.0,False,7.3939393939393945
629.0,False,21.333333333333336
577.0,False,19.93939393939394
242.0,False,9.272727272727273
212.0,False,8.454545454545455
637.0,False,21.87878787878788
233.0,False,9.03030303030303
667.0,False,24.03030303030303
684.0,False,23.939393939393938
238.0,False,9.212121212121211
612.0,False,20.87878787878788
725.0,False,25.454545454545453
132.0,False,7.0606060606060606
612.0,False,21.242424242424242
209.0,False,9.181818181818182
207.0,False,8.242424242424242
803.0,False,27.21212121212121
1256.0,False,43.3939393939394
630.0,False,21.87878787878788
247.0,False,9.424242424242424
249.0,False,9.484848484848484
615.0,False,21.0
737.0,False,27.24242424242424
604.0,False,25.212121212121215
710.0,False,24.272727272727273
631.0,False,21.90909090909091
635.0,False,21.87878787878788
1007.0,False,34.03030303030303
222.0,False,8.727272727272728
583.0,False,20.303030303030305
588.0,False,20.515151515151516
761.0,False,26.181818181818183
235.0,False,9.06060606060606
807.0,False,27.21212121212121
1272.0,False,43.24242424242424
612.0,False,20.87878787878788
1309.0,False,46.18181818181818
792.0,False,27.21212121212121
229.0,False,9.03030303030303
578.0,False,19.848484848484848
727.0,False,26.03030303030303
958.0,False,33.75757575757576
213.0,False,8.575757575757576
572.0,False,20.151515151515152
602.0,False,21.06060606060606
1268.0,False,43.36363636363637
696.0,False,24.06060606060606
730.0,False,25.0
1230.0,False,42.72727272727273
806.0,False,27.27272727272727
807.0,False,27.21212121212121
700.0,False,24.636363636363637
1001.0,False,34.03030303030303
793.0,False,27.21212121212121
248.0,False,9.454545454545455
580.0,False,20.666666666666668
735.0,False,24.787878787878785
199.0,False,8.030303030303031
246.0,False,9.454545454545455
855.0,False,81.0
614.0,False,21.484848484848484
615.0,False,21.87878787878788
1543.0,False,50.0
246.0,False,9.393939393939393
250.0,False,9.515151515151516
1401.0,False,46.15151515151515
211.0,False,8.454545454545455
580.0,False,20.21212121212121
587.0,False,20.21212121212121
582.0,False,20.06060606060606
216.0,False,8.575757575757576
238.0,False,9.212121212121211
731.0,False,24.787878787878785
615.0,False,20.96969696969697
