Reward,Got Flag,Max Distance %
651.0,False,25.515151515151512
250.0,False,9.484848484848484
596.0,False,21.87878787878788
249.0,False,9.484848484848484
597.0,False,22.09090909090909
252.0,False,9.545454545454547
608.0,False,20.545454545454543
234.0,False,9.03030303030303
247.0,False,9.393939393939393
601.0,False,20.636363636363637
43.0,False,5.757575757575758
252.0,False,21.87878787878788
170.0,False,7.484848484848484
101.0,False,18.666666666666668
149.0,False,6.787878787878789
205.0,False,21.90909090909091
101.0,False,7.818181818181818
267.0,False,21.90909090909091
240.0,False,21.90909090909091
215.0,False,8.515151515151514
217.0,False,8.515151515151514
446.0,False,27.21212121212121
225.0,False,9.03030303030303
172.0,False,7.787878787878788
62.0,False,6.2727272727272725
241.0,False,21.90909090909091
4.0,False,4.878787878787879
189.0,False,7.96969696969697
198.0,False,8.393939393939394
84.0,False,6.363636363636363
247.0,False,21.90909090909091
49.0,False,5.303030303030303
227.0,False,8.93939393939394
49.0,False,4.575757575757576
191.0,False,8.09090909090909
156.0,False,7.3939393939393945
142.0,False,6.454545454545454
267.0,False,21.96969696969697
232.0,False,21.90909090909091
261.0,False,21.90909090909091
266.0,False,21.90909090909091
147.0,False,9.121212121212121
213.0,False,21.90909090909091
445.0,False,21.87878787878788
481.0,False,23.575757575757574
213.0,False,9.242424242424242
548.0,False,21.87878787878788
558.0,False,21.454545454545453
268.0,False,22.060606060606062
411.0,False,27.21212121212121
535.0,False,27.21212121212121
214.0,False,21.90909090909091
121.0,False,7.212121212121213
534.0,False,23.575757575757574
567.0,False,26.060606060606062
104.0,False,7.3939393939393945
196.0,False,8.121212121212121
364.0,False,27.21212121212121
547.0,False,27.21212121212121
390.0,False,23.96969696969697
592.0,False,20.909090909090907
178.0,False,7.454545454545454
200.0,False,8.333333333333332
599.0,False,20.96969696969697
373.0,False,27.24242424242424
545.0,False,19.696969696969695
469.0,False,24.151515151515152
222.0,False,8.848484848484848
378.0,False,27.24242424242424
609.0,False,26.333333333333332
551.0,False,20.515151515151516
774.0,False,34.18181818181818
241.0,False,9.272727272727273
443.0,False,27.24242424242424
262.0,False,21.90909090909091
551.0,False,24.242424242424242
442.0,False,27.24242424242424
259.0,False,21.90909090909091
190.0,False,10.333333333333334
370.0,False,27.21212121212121
200.0,False,8.454545454545455
192.0,False,7.878787878787878
523.0,False,27.24242424242424
344.0,False,27.21212121212121
50.0,False,5.9393939393939394
627.0,False,21.87878787878788
653.0,False,24.0
267.0,False,21.90909090909091
552.0,False,25.151515151515152
800.0,False,35.60606060606061
579.0,False,24.636363636363637
500.0,False,32.121212121212125
704.0,False,27.21212121212121
738.0,False,27.21212121212121
582.0,False,23.757575757575758
229.0,False,8.969696969696969
200.0,False,8.121212121212121
266.0,False,21.87878787878788
982.0,False,34.24242424242424
1008.0,False,42.72727272727273
487.0,False,21.12121212121212
859.0,False,34.303030303030305
200.0,False,8.181818181818182
176.0,False,7.515151515151515
218.0,False,8.636363636363637
219.0,False,8.969696969696969
240.0,False,9.212121212121211
93.0,False,7.454545454545454
175.0,False,7.424242424242425
218.0,False,8.575757575757576
195.0,False,7.9393939393939394
560.0,False,27.21212121212121
196.0,False,8.363636363636363
491.0,False,27.81818181818182
225.0,False,8.848484848484848
53.0,False,7.454545454545454
58.0,False,7.484848484848484
459.0,False,27.969696969696972
627.0,False,21.87878787878788
542.0,False,20.606060606060606
589.0,False,27.21212121212121
155.0,False,6.878787878787879
599.0,False,20.939393939393938
324.0,False,23.636363636363637
234.0,False,9.06060606060606
198.0,False,8.030303030303031
179.0,False,7.575757575757576
221.0,False,8.757575757575758
981.0,False,43.45454545454545
173.0,False,7.424242424242425
1282.0,False,53.54545454545454
540.0,False,20.454545454545457
212.0,False,8.454545454545455
242.0,False,9.272727272727273
118.0,False,7.454545454545454
227.0,False,9.090909090909092
200.0,False,8.787878787878787
207.0,False,8.575757575757576
825.0,False,81.3030303030303
226.0,False,8.93939393939394
224.0,False,8.787878787878787
221.0,False,8.787878787878787
820.0,False,34.60606060606061
556.0,False,20.78787878787879
232.0,False,8.969696969696969
222.0,False,8.787878787878787
176.0,False,7.454545454545454
236.0,False,21.90909090909091
1120.0,False,43.515151515151516
672.0,False,27.24242424242424
220.0,False,8.696969696969697
133.0,False,6.424242424242424
179.0,False,7.9393939393939394
230.0,False,8.93939393939394
468.0,False,26.0
662.0,False,27.21212121212121
555.0,False,27.3030303030303
541.0,False,27.21212121212121
600.0,False,27.21212121212121
222.0,False,8.818181818181818
231.0,False,9.0
205.0,False,8.242424242424242
212.0,False,8.515151515151514
157.0,False,8.757575757575758
533.0,False,20.484848484848484
637.0,False,25.272727272727273
978.0,False,42.696969696969695
702.0,False,34.18181818181818
226.0,False,8.969696969696969
243.0,False,9.333333333333334
223.0,False,8.727272727272728
228.0,False,8.848484848484848
1009.0,False,42.60606060606061
823.0,False,34.03030303030303
576.0,False,20.939393939393938
708.0,False,24.636363636363637
221.0,False,8.696969696969697
