Iteration,BatchReward,GotFlag,AverageActorLoss,PercentageCompleted
91,14434.0,0,0.11946827,6.28%
92,13424.0,0,-0.01706033,6.35%
93,13605.0,0,-0.0032183893,6.42%
94,12217.0,0,0.14116326,6.49%
95,14247.0,0,-0.010954548,6.56%
96,14656.0,0,-0.017228175,6.63%
97,17256.0,1,-0.009379751,6.70%
98,13730.0,0,-0.007548851,6.77%
99,14916.0,0,-0.0079253195,6.84%
100,15112.0,0,-0.029927833,6.91%
101,13994.0,0,-0.0062898803,6.98%
102,16845.0,0,0.089393206,7.05%
103,15255.0,0,-0.008066243,7.12%
104,16267.0,0,0.19917388,7.19%
105,14520.0,0,0.027404381,7.26%
106,13969.0,0,0.1265185,7.33%
107,15838.0,0,-0.0070872116,7.41%
108,16726.0,0,0.17611377,7.47%
109,15034.0,0,-0.0070887334,7.55%
110,15904.0,0,0.029210337,7.62%
111,15088.0,0,0.013094235,7.69%
112,12179.0,0,-0.0103246225,7.75%
113,13723.0,0,-0.28419736,7.82%
114,13514.0,0,0.06322196,7.89%
115,14400.0,0,0.06513519,7.96%
116,12599.0,0,-0.03142686,8.03%
117,12791.0,0,0.029494395,8.10%
118,15684.0,0,-0.006168159,8.17%
119,16013.0,0,0.00063056004,8.24%
120,15002.0,0,0.00085034803,8.31%
121,14066.0,0,-0.071068116,8.38%
122,14343.0,0,0.009958911,8.45%
123,14916.0,0,-0.17334336,8.52%
124,15940.0,0,0.20785719,8.59%
125,14099.0,0,-0.007630106,8.66%
126,16042.0,0,-0.062262263,8.73%
127,14502.0,0,0.12599522,8.80%
128,15395.0,0,0.040871732,8.87%
129,14778.0,0,-0.1624552,8.94%
130,15481.0,0,-0.0091889165,9.01%
131,14164.0,0,-0.008637704,9.08%
132,15084.0,0,0.045559425,9.14%
133,15245.0,0,-0.011580483,9.21%
134,14542.0,0,-0.062399834,9.28%
135,16444.0,0,-0.03675979,9.35%
136,13762.0,1,0.11236629,9.42%
137,12915.0,0,0.018388173,9.50%
138,11834.0,0,-0.014943907,9.57%
139,13655.0,0,-0.07989729,9.64%
140,14310.0,0,-0.003423312,9.70%
141,14496.0,0,0.19808243,9.77%
142,13148.0,0,-0.013288319,9.84%
143,14440.0,0,-0.013670399,9.91%
144,15480.0,0,-0.14197786,9.98%
145,15425.0,0,-0.0718948,10.05%
146,15382.0,0,-0.014992114,10.12%
147,13266.0,0,-0.011409799,10.19%
148,14346.0,0,0.04041737,10.25%
149,14980.0,0,0.0020704574,10.33%
150,14721.0,0,-0.037963692,10.39%
151,15400.0,0,0.00885788,10.46%
152,14192.0,0,-0.013086722,10.53%
153,13721.0,0,0.15599245,10.61%
154,14977.0,0,0.023125626,10.67%
155,15865.0,0,-0.056726914,10.74%
156,15486.0,0,0.038351703,10.81%
157,15180.0,0,-0.0073268116,10.88%
158,13081.0,0,0.02816193,10.95%
159,13596.0,0,0.04897836,11.02%
160,15747.0,0,-0.23761357,11.09%
161,15630.0,0,0.060198493,11.16%
162,15837.0,0,-0.060112763,11.23%
163,14088.0,0,0.036543053,11.30%
164,15378.0,0,0.03043831,11.37%
165,13045.0,0,0.07220528,11.44%
166,14052.0,0,0.04047652,11.50%
167,15913.0,0,-0.009453559,11.57%
168,15433.0,0,0.10060049,11.64%
169,14088.0,0,0.06582777,11.71%
170,13599.0,0,-0.012976757,11.78%
171,15822.0,0,0.036012087,11.85%
172,14423.0,0,-0.0087710135,11.91%
173,15359.0,0,-0.1030714,11.98%
174,15738.0,0,-0.054572403,12.05%
175,14584.0,0,-0.0015906891,12.12%
176,14385.0,0,0.0427261,12.19%
177,15719.0,0,-0.009090809,12.26%
178,15424.0,0,0.06446799,12.33%
179,14122.0,0,0.108151875,12.40%
180,14131.0,0,-0.012015071,12.47%
181,14587.0,0,-0.058827206,12.54%
182,13306.0,0,-0.03745036,12.61%
183,14669.0,0,-0.081994966,12.68%
184,14735.0,0,0.036235925,12.75%
185,15657.0,0,-0.19243406,12.82%
186,15105.0,0,-0.008514281,12.88%
187,14214.0,0,-0.009450846,12.95%
188,14255.0,0,-0.14896673,13.03%
189,16839.0,0,-0.04355338,13.10%
190,14205.0,0,-0.08770673,13.17%
191,14986.0,0,-0.040531684,13.24%
192,14578.0,0,-0.02775096,13.30%
193,14518.0,0,-0.039532036,13.37%
194,13998.0,0,0.089206666,13.44%
195,14936.0,0,-0.00270889,13.51%
196,15704.0,0,-0.034340292,13.58%
197,11867.0,0,0.15113667,13.65%
198,16131.0,0,-0.008864119,13.72%
199,13359.0,0,-0.04251844,13.79%
200,14361.0,0,-0.008712484,13.86%
201,14681.0,0,-0.008110489,13.93%
202,15031.0,0,0.10617644,14.00%
203,14290.0,0,-0.00792505,14.07%
204,15004.0,0,-0.0013870373,14.14%
205,14622.0,0,0.0067598233,14.20%
206,15548.0,0,0.0056252247,14.27%
207,14157.0,0,-0.046392787,14.34%
208,15906.0,0,-0.0108727105,14.41%
209,15788.0,0,-0.028360825,14.48%
210,15746.0,0,0.028117867,14.55%
211,14994.0,0,-0.06516308,14.61%
212,12965.0,0,-0.009564012,14.68%
213,14769.0,0,0.06411628,14.75%
214,14642.0,0,-0.009749771,14.82%
215,14311.0,0,0.021899441,14.89%
216,13670.0,0,0.07762576,14.96%
217,14868.0,0,0.048592657,15.03%
218,14820.0,0,-0.012674165,15.10%
219,15300.0,0,-0.010193021,15.16%
220,13619.0,0,0.08091304,15.23%
221,14567.0,0,-0.010187728,15.30%
222,14861.0,0,0.0061020236,15.37%
223,15500.0,0,-0.091935344,15.44%
224,15228.0,0,-0.04139556,15.51%
225,14781.0,0,-0.053452376,15.57%
226,16274.0,0,-0.009748649,15.64%
227,15157.0,0,-0.0668869,15.71%
228,16420.0,0,-0.016707262,15.78%
229,16135.0,0,0.067670345,15.85%
230,14094.0,0,0.013173521,15.92%
231,15189.0,0,-0.007596307,15.98%
232,16542.0,0,-0.0016577685,16.05%
233,16027.0,0,0.06515581,16.12%
234,15622.0,0,-0.021416148,16.19%
235,13984.0,0,-0.014877075,16.26%
236,14958.0,0,-0.011881021,16.33%
237,14133.0,0,-0.005760678,16.39%
238,16036.0,0,-0.04357801,16.46%
239,15233.0,0,-0.0072554373,16.53%
240,16305.0,0,-0.008607982,16.60%
241,15582.0,0,0.029103778,16.67%
242,14619.0,0,0.053167496,16.74%
243,16101.0,0,-0.0025768897,16.81%
244,15453.0,0,-0.04731639,16.88%
245,16368.0,0,-0.100034,16.94%
246,14383.0,0,-0.09316149,17.01%
247,15311.0,0,-0.005155129,17.08%
248,14135.0,0,0.10808708,17.15%
249,16269.0,0,-0.0054053855,17.22%
250,15213.0,0,-0.009581369,17.28%
251,14766.0,0,-0.06999569,17.35%
252,15598.0,0,-0.0058417283,17.42%
253,15126.0,0,-0.009478789,17.49%
254,15066.0,0,0.12375342,17.56%
255,16156.0,0,0.026534565,17.63%
256,15036.0,0,-0.025402473,17.70%
257,15149.0,0,0.03570004,17.77%
258,17589.0,0,-0.006937169,17.84%
259,15034.0,0,-0.2068099,17.91%
260,16157.0,0,0.03218511,17.97%
261,16290.0,0,0.037086148,18.04%
262,15483.0,0,0.0712912,18.11%
263,15648.0,0,-0.21178417,18.18%
264,15046.0,0,-0.07156838,18.25%
265,16533.0,0,-0.025625769,18.32%
266,16162.0,0,-0.037589166,18.39%
267,15167.0,0,-0.005980806,18.46%
268,14804.0,0,0.04145148,18.53%
269,15184.0,0,-0.0069123725,18.60%
270,16094.0,0,0.0565712,18.67%
271,16121.0,0,0.05801958,18.74%
272,15293.0,0,0.18604892,18.81%
273,13979.0,0,0.005119675,18.88%
274,14334.0,0,-0.009024928,18.95%
275,14483.0,0,-0.0010265857,19.02%
276,16066.0,0,-0.041611757,19.09%
277,15353.0,0,-0.09237889,19.16%
278,16251.0,0,-0.15131532,19.23%
279,16346.0,0,0.047634464,19.30%
280,17356.0,0,-0.0820716,19.37%
281,15628.0,0,-0.029475829,19.44%
282,14141.0,0,0.019638559,19.51%
283,14350.0,0,0.008714904,19.58%
284,16228.0,0,-0.30355948,19.64%
285,14591.0,0,-0.013502272,19.71%
286,14796.0,0,-0.043467816,19.78%
287,15937.0,0,0.0045808163,19.85%
288,16622.0,0,-0.04002393,19.92%
289,14708.0,0,-0.006753919,19.99%
290,14539.0,0,-0.059841238,20.06%
291,16607.0,0,-0.038371686,20.13%
292,16699.0,0,-0.023624718,20.20%
293,16210.0,0,-0.055499054,20.27%
294,14834.0,0,-0.039290253,20.33%
295,14332.0,0,-0.032348067,20.40%
296,15030.0,0,-0.008786471,20.47%
297,15458.0,0,0.014663312,20.54%
298,15329.0,0,-0.009380586,20.62%
299,15102.0,0,-0.009276618,20.68%
300,15632.0,0,-0.014163848,20.75%
301,16241.0,0,-0.0056279614,20.82%
302,15500.0,0,0.021009987,20.89%
303,15109.0,0,-0.09147683,20.96%
304,16280.0,0,-0.08719477,21.03%
305,15472.0,0,0.008274183,21.10%
306,15103.0,0,-0.067823485,21.17%
307,14968.0,0,-0.006254711,21.24%
308,14717.0,0,0.032403354,21.31%
309,15183.0,0,-0.12467599,21.38%
310,14151.0,0,0.016631894,21.44%
311,14593.0,0,-0.004323617,21.51%
312,15773.0,0,0.5668332,21.58%
313,16354.0,0,0.025072934,21.65%
314,16700.0,0,0.07902408,21.72%
315,16023.0,0,0.06247889,21.78%
316,16439.0,0,-0.06641347,21.85%
317,15428.0,0,0.017688416,21.92%
318,15968.0,0,-0.0056801294,22.00%
319,14930.0,0,0.07226006,22.06%
320,16332.0,0,-0.0068184556,22.13%
321,15597.0,0,-0.007281927,22.20%
322,15589.0,0,0.094029,22.27%
323,12940.0,0,-0.041063514,22.34%
324,15243.0,0,-0.17278993,22.41%
325,15512.0,0,-0.1538024,22.47%
326,16524.0,0,-0.08473401,22.54%
327,15207.0,0,-0.058137864,22.61%
328,15366.0,0,0.104500584,22.68%
329,17334.0,0,-0.039461996,22.75%
330,17283.0,0,0.10051961,22.82%
331,15132.0,0,-0.11722063,22.89%
332,15549.0,0,0.0032856145,22.95%
333,16287.0,0,-0.04894005,23.02%
334,16199.0,0,0.06448849,23.10%
335,15824.0,0,-0.058291037,23.17%
336,16205.0,0,-0.008422218,23.23%
337,15636.0,0,-0.010238463,23.30%
338,15183.0,0,-0.009386662,23.37%
339,16761.0,0,0.06173678,23.44%
340,15681.0,0,0.20509766,23.51%
341,15782.0,0,-0.0075002997,23.58%
342,14795.0,0,-0.029554063,23.64%
343,15628.0,0,-0.008036357,23.71%
344,15974.0,0,0.00046858788,23.78%
345,15929.0,0,0.060294803,23.85%
346,18622.0,0,-0.1315371,23.92%
347,16507.0,0,-0.10906208,23.99%
348,17699.0,0,-0.044530403,24.06%
349,16978.0,0,-0.006358287,24.13%
350,16182.0,0,-0.04911871,24.20%
351,16408.0,0,-0.0074424157,24.26%
352,15850.0,0,-0.07122693,24.33%
353,16430.0,0,0.037908066,24.40%
354,15511.0,0,0.03038627,24.47%
355,16726.0,0,0.027366234,24.54%
356,15768.0,0,0.03486736,24.61%
357,15841.0,0,0.044582576,24.68%
358,15195.0,0,0.05089418,24.75%
359,16272.0,0,0.021236824,24.82%
360,16482.0,0,0.049716085,24.89%
361,13736.0,0,-0.010290639,24.95%
362,18466.0,0,-0.035859123,25.03%
363,16081.0,0,-0.092857204,25.10%
364,17093.0,0,-0.008626353,25.17%
365,14200.0,0,-0.10427657,25.23%
366,16482.0,0,-0.0082925,25.30%
367,16714.0,0,-0.016821109,25.37%
368,16001.0,0,-0.04473829,25.44%
369,16362.0,0,0.04980461,25.51%
370,15164.0,0,-0.012885219,25.58%
371,15317.0,0,-0.054007955,25.64%
372,14343.0,0,0.037960287,25.71%
373,17947.0,0,0.09025382,25.78%
374,16557.0,0,0.0073977234,25.85%
375,16515.0,0,-0.039921988,25.92%
376,18019.0,0,0.037226718,25.98%
377,15222.0,0,0.047186054,26.05%
378,16575.0,0,-0.10361888,26.13%
379,16603.0,0,0.05774316,26.19%
380,17785.0,0,-0.007958487,26.27%
381,17892.0,0,0.069412015,26.34%
382,13981.0,0,-0.011710239,26.40%
383,15360.0,0,0.03955166,26.47%
384,12519.0,0,0.07272076,26.53%
385,15592.0,0,-0.010222435,26.60%
386,17178.0,0,0.016824722,26.67%
387,15530.0,0,-0.009287384,26.74%
388,15449.0,0,-0.0030543546,26.81%
389,16500.0,0,-0.08314972,26.88%
390,16696.0,0,0.005393227,26.95%
391,15243.0,0,0.09243267,27.02%
392,16292.0,0,-0.021797594,27.09%
393,17580.0,0,0.0013531173,27.16%
394,18820.0,0,-0.06563874,27.23%
395,16876.0,0,-0.007038381,27.30%
396,13945.0,0,-0.0063037365,27.37%
397,16308.0,0,-0.04990058,27.44%
398,18091.0,0,-0.024771964,27.52%
399,15528.0,0,-0.008237761,27.59%
400,18151.0,0,0.00055746984,27.66%
401,16266.0,0,-0.18677449,27.73%
402,17121.0,0,0.0013391196,27.80%
403,18358.0,0,-0.0060227234,27.87%
404,19313.0,0,-0.032910973,27.94%
405,16979.0,0,-0.03870243,28.01%
406,16629.0,0,-0.27934775,28.07%
407,18717.0,0,0.05319744,28.14%
408,17615.0,0,-0.062038213,28.22%
409,18363.0,0,-0.036283072,28.29%
410,16967.0,0,0.11876317,28.36%
411,17789.0,1,-0.13895275,28.43%
412,19564.0,0,0.010540168,28.51%
413,18204.0,0,-0.009594071,28.58%
414,16415.0,0,0.10824099,28.65%
415,18356.0,0,0.15996759,28.72%
416,15957.0,0,-0.016643556,28.79%
417,18382.0,0,0.038810153,28.86%
418,16145.0,0,0.043221608,28.93%
419,16313.0,0,-0.022381585,29.00%
420,16876.0,0,-0.063930176,29.07%
421,16309.0,0,-0.068180814,29.14%
422,16234.0,0,-0.09013797,29.20%
423,15743.0,0,-0.024975995,29.27%
424,16840.0,0,-0.0092593795,29.35%
425,17938.0,0,-0.07116089,29.42%
426,15342.0,0,0.080234505,29.48%
427,14210.0,0,0.062275495,29.55%
428,18063.0,0,0.030929876,29.62%
429,17915.0,2,-0.012703645,29.69%
430,17596.0,0,0.05064174,29.77%
431,17641.0,0,-0.025206273,29.84%
432,19718.0,0,-0.0077017574,29.91%
433,16082.0,0,0.086968444,29.98%
434,18438.0,0,0.031536385,30.06%
435,20136.0,1,0.071370184,30.13%
436,19663.0,0,0.004276503,30.21%
437,17901.0,1,-0.009486033,30.27%
438,17279.0,0,-0.010643776,30.34%
439,14670.0,1,-0.023371525,30.41%
440,17915.0,0,0.05527721,30.48%
441,17801.0,2,-0.06322458,30.56%
442,16430.0,0,0.01920508,30.62%
443,18202.0,0,0.068285845,30.69%
444,17527.0,1,-0.015958613,30.77%
445,15308.0,0,-0.008735857,30.83%
446,16883.0,0,-0.06105744,30.90%
447,15872.0,1,0.043060903,30.97%
448,17809.0,0,-0.007241382,31.05%
449,20019.0,0,-0.07357304,31.12%
450,20756.0,1,-0.009411737,31.19%
451,18716.0,0,-0.011222821,31.26%
452,15795.0,1,0.19655943,31.33%
453,20365.0,0,0.06674662,31.40%
454,20396.0,3,-0.0982463,31.48%
455,19924.0,3,-0.12252653,31.56%
456,17493.0,2,0.016784275,31.63%
457,16786.0,1,-0.028715912,31.70%
458,18607.0,0,-0.10433843,31.76%
459,16768.0,1,-0.009496391,31.83%
460,18558.0,1,-0.008460477,31.91%
461,18741.0,1,0.031744257,31.98%
462,18436.0,2,-0.20048052,32.05%
463,19903.0,0,0.26649994,32.13%
464,17932.0,0,-0.111815974,32.19%
465,20378.0,1,-0.16753702,32.26%
466,19026.0,0,0.040251363,32.33%
467,19133.0,1,-0.022221774,32.40%
468,19599.0,3,-0.009705368,32.47%
469,19305.0,3,0.010900473,32.54%
470,18276.0,3,0.018722914,32.61%
471,20414.0,2,0.09585072,32.69%
472,20429.0,0,-0.005062491,32.77%
473,19250.0,1,-0.007899911,32.83%
474,20777.0,2,-0.0111781275,32.91%
475,17101.0,0,0.027625095,32.98%
476,16536.0,0,0.017218046,33.04%
477,20912.0,0,0.043494843,33.11%
478,19875.0,1,-0.008636642,33.19%
479,20510.0,0,0.02575898,33.26%
480,20668.0,1,0.07080331,33.33%
481,18452.0,1,0.006712536,33.40%
482,18579.0,1,-0.015396199,33.47%
483,19848.0,0,-0.12415879,33.54%
484,18511.0,2,0.009539351,33.60%
485,19545.0,2,-0.04452416,33.67%
486,21059.0,1,-0.03120622,33.74%
487,18618.0,0,0.019689528,33.81%
488,22055.0,0,-0.043949455,33.89%
489,18434.0,0,-0.026479496,33.96%
490,19195.0,2,-0.015478488,34.03%
491,17310.0,1,-0.07489031,34.10%
492,20265.0,0,-0.06818061,34.17%
493,20474.0,0,-0.102276534,34.24%
494,18853.0,4,-0.0075599994,34.31%
495,18368.0,0,-0.008252276,34.38%
496,18374.0,3,-0.19385219,34.45%
497,18580.0,3,0.07395791,34.52%
498,17765.0,1,-0.03851381,34.59%
499,19556.0,1,-0.0071925893,34.66%
500,20124.0,0,0.09158522,34.73%
501,19297.0,2,0.036721025,34.80%
502,18645.0,4,0.06471488,34.87%
503,19460.0,1,-0.032023765,34.94%
504,18952.0,0,0.025733005,35.01%
505,18210.0,0,-0.07207266,35.08%
506,16331.0,1,0.033362553,35.15%
507,17151.0,1,-0.012819761,35.23%
508,18277.0,4,0.073558815,35.30%
509,17560.0,1,0.031039417,35.37%
510,19000.0,1,-0.012731731,35.44%
511,18410.0,1,-0.02786965,35.50%
512,17227.0,2,-0.01237616,35.57%
513,18821.0,1,-0.013112413,35.64%
514,18454.0,3,-0.029942334,35.71%
515,18375.0,4,0.0054531056,35.78%
516,18898.0,1,-0.0108215455,35.86%
517,16489.0,1,-0.010364611,35.93%
518,19613.0,3,0.050131697,35.99%
519,16359.0,3,-0.12258259,36.06%
520,18818.0,2,0.040681105,36.13%
521,21684.0,1,-0.03726186,36.21%
522,18777.0,2,0.1444741,36.28%
523,19183.0,1,-0.010942371,36.35%
524,19457.0,3,-0.10268437,36.42%
525,19379.0,0,0.06360326,36.49%
526,19909.0,3,-0.005705348,36.56%
527,20069.0,0,0.12120347,36.63%
528,18444.0,2,-0.06851356,36.71%
529,18981.0,3,0.034141507,36.78%
530,18479.0,2,-0.01100177,36.85%
531,19643.0,2,0.042098116,36.93%
532,18747.0,1,-0.0053582937,37.00%
533,20159.0,2,0.0136508485,37.07%
534,17639.0,0,-0.016383618,37.14%
535,18070.0,2,0.027952166,37.21%
536,18441.0,1,-0.008505572,37.28%
537,19984.0,5,-0.088984795,37.35%
538,19179.0,2,0.056402784,37.42%
539,19447.0,1,-0.010922879,37.49%
540,19793.0,3,0.0073183496,37.56%
541,18764.0,1,-0.01118364,37.64%
542,19383.0,3,-0.034744516,37.71%
543,19239.0,2,-0.012787444,37.78%
544,19668.0,2,-0.03209616,37.85%
545,19181.0,3,-0.059481457,37.92%
546,17872.0,1,-0.01876428,37.99%
547,21076.0,2,-0.053265374,38.06%
548,18781.0,4,0.008645921,38.14%
549,19446.0,1,-0.011691023,38.21%
550,21519.0,3,-0.037259895,38.28%
551,15280.0,0,-0.009792769,38.35%
552,18748.0,0,0.16960026,38.42%
553,16429.0,1,-0.08428346,38.49%
554,15902.0,2,0.049675997,38.56%
555,21129.0,0,-0.03675891,38.63%
556,19584.0,3,-0.00045012496,38.70%
557,18535.0,1,0.02199543,38.77%
558,18506.0,3,-0.01250456,38.84%
559,20412.0,3,-0.08255234,38.91%
560,19762.0,0,-0.007847722,38.98%
561,19995.0,0,0.069013216,39.05%
562,18803.0,4,-0.017205728,39.12%
563,20817.0,4,-0.09575263,39.19%
564,17626.0,2,0.023267541,39.26%
565,20146.0,1,-0.018532054,39.33%
566,20769.0,2,-0.031893328,39.40%
567,19306.0,2,-0.12100319,39.47%
568,18518.0,1,0.024457712,39.54%
569,19181.0,3,-0.0069835116,39.61%
570,20296.0,1,-0.069375165,39.69%
571,19741.0,2,-0.12107119,39.76%
572,20160.0,2,-0.008367564,39.83%
573,20055.0,1,-0.007268707,39.91%
574,20224.0,1,-0.08324273,39.98%
575,22361.0,2,0.014428429,40.05%
576,21549.0,2,0.0042750463,40.12%
577,20296.0,0,-0.056840207,40.20%
578,21806.0,1,0.052683398,40.27%
579,18397.0,1,-0.05483273,40.34%
580,18957.0,2,0.062237654,40.41%
581,20281.0,3,-0.07990388,40.48%
582,19869.0,2,-0.033594567,40.55%
583,20913.0,3,-0.0022604135,40.62%
584,19418.0,1,-0.0065477355,40.69%
585,20861.0,5,-0.07519446,40.77%
586,19328.0,3,0.02855534,40.83%
587,20143.0,2,-0.080252804,40.91%
588,20430.0,3,-0.011417704,40.98%
589,19888.0,2,0.061052024,41.05%
590,20141.0,3,0.040088963,41.12%
591,20456.0,4,0.02457253,41.19%
592,22105.0,0,0.06309012,41.27%
593,19474.0,3,0.051352803,41.33%
594,18024.0,2,-0.00731911,41.40%
595,17698.0,1,-0.013607849,41.47%
596,20073.0,0,-0.0087053785,41.54%
597,19315.0,3,-0.09653199,41.61%
598,20751.0,2,-0.012728769,41.68%
599,20525.0,2,-0.028415868,41.75%
600,18688.0,3,0.031219337,41.82%
601,21173.0,4,-0.0588485,41.89%
602,17701.0,2,-0.123204164,41.96%
603,18688.0,2,-0.026591098,42.03%
604,21592.0,1,-0.03101634,42.10%
605,19269.0,1,-0.054511193,42.17%
606,20593.0,1,-0.011060631,42.24%
607,20069.0,3,-0.014530923,42.31%
608,19337.0,2,-0.010148536,42.38%
609,19687.0,4,-0.014082283,42.46%
610,19461.0,3,-0.011162433,42.52%
611,20114.0,5,-0.013075832,42.59%
612,19765.0,3,-0.009925011,42.66%
613,21693.0,4,-0.08567775,42.74%
614,19759.0,2,-0.012589468,42.81%
615,19617.0,4,-0.06304348,42.88%
616,21152.0,2,-0.020743,42.95%
617,19352.0,1,-0.43253472,43.02%
618,19656.0,2,-0.012993297,43.10%
619,19426.0,4,-0.012776097,43.17%
620,20682.0,3,0.038070485,43.24%
621,21048.0,3,-0.07330661,43.31%
622,20009.0,4,-0.012741403,43.38%
623,19812.0,3,-0.011276675,43.45%
624,20522.0,4,-0.052258033,43.53%
625,17896.0,5,0.07129247,43.59%
626,20512.0,3,-0.09745108,43.67%
627,19569.0,4,-0.0764546,43.74%
628,22638.0,3,0.046858944,43.82%
629,19165.0,3,0.024560347,43.88%
630,20627.0,5,-0.062501706,43.96%
631,20704.0,4,-0.025084592,44.03%
632,19250.0,4,-0.01838377,44.10%
633,20503.0,5,0.13382149,44.17%
634,21311.0,6,-0.048104715,44.24%
635,18747.0,1,-0.06747287,44.31%
636,19375.0,2,0.09738776,44.38%
637,19714.0,3,0.022329742,44.45%
638,17525.0,4,-0.06924879,44.52%
639,20007.0,1,0.068231426,44.59%
640,19621.0,2,-0.03429118,44.66%
641,18618.0,4,-0.012999795,44.73%
642,20206.0,2,-0.028462566,44.80%
643,19689.0,4,-0.039441124,44.87%
644,20193.0,5,-0.16032185,44.94%
645,20581.0,3,0.0036228497,45.01%
646,21691.0,3,-0.023239361,45.08%
647,22206.0,3,-0.08315037,45.16%
648,21612.0,4,-0.017640747,45.24%
649,18367.0,4,0.057529602,45.30%
650,21482.0,4,-0.022981187,45.37%
651,19231.0,3,-0.012315696,45.45%
652,20711.0,1,-0.12393577,45.51%
653,21303.0,3,-0.0057208515,45.59%
654,20505.0,4,-0.013259807,45.66%
655,20678.0,4,0.028177531,45.73%
656,20197.0,6,0.05538794,45.80%
657,20785.0,3,0.019625807,45.87%
658,21664.0,4,-0.033376604,45.94%
659,19526.0,2,-0.054836884,46.01%
660,21255.0,2,-0.038911484,46.08%
661,19997.0,3,-0.042631406,46.14%
662,20862.0,5,0.046018917,46.22%
663,20774.0,3,-0.0090299575,46.29%
664,20342.0,3,0.016669173,46.36%
665,22679.0,5,-0.05492196,46.43%
666,21151.0,3,0.022910582,46.51%
667,18215.0,5,-0.090361305,46.57%
668,20028.0,5,-0.061862867,46.64%
669,21886.0,5,-0.041110646,46.72%
670,20711.0,5,-0.009066705,46.79%
671,18900.0,5,-0.051358774,46.85%
