Iteration,BatchReward,GotFlag,AverageActorLoss,PercentageCompleted
665,20660.0,0,-0.0069747656,46.06%
666,20104.0,0,-0.0072552636,46.14%
667,16971.0,0,-0.05912054,46.21%
668,18572.0,0,-0.005602872,46.28%
669,18418.0,0,0.05198356,46.35%
670,19455.0,0,-0.00605277,46.42%
671,18920.0,0,-0.004391297,46.49%
672,22250.0,0,-0.01740658,46.56%
673,18545.0,0,0.050890952,46.64%
674,18978.0,0,-0.027130006,46.71%
675,20387.0,0,-0.01679985,46.77%
676,19667.0,0,0.05004531,46.84%
677,22046.0,0,-0.06490773,46.92%
678,18439.0,0,-0.013243508,46.98%
679,20061.0,0,0.17247875,47.05%
680,20321.0,0,0.12168639,47.12%
681,21190.0,0,-0.018167984,47.19%
682,19669.0,0,0.023790276,47.26%
683,20755.0,0,-0.011813675,47.33%
684,21579.0,0,-0.0052202437,47.40%
685,21062.0,0,-0.06531265,47.47%
686,21058.0,0,-0.0072274627,47.54%
687,16838.0,0,-0.008080266,47.61%
688,22151.0,0,-0.06352815,47.68%
689,18135.0,0,-0.047056098,47.75%
690,19512.0,0,0.058244042,47.82%
691,21256.0,0,-0.07118886,47.89%
692,14338.0,0,0.010064853,47.95%
693,19048.0,0,-0.023594813,48.02%
694,17938.0,0,0.11693267,48.09%
695,20124.0,0,-0.006913833,48.15%
696,20641.0,0,-0.051233787,48.22%
697,19539.0,0,-0.045520227,48.29%
698,19094.0,0,-0.0070045167,48.36%
699,19170.0,0,-0.011494624,48.43%
700,19404.0,0,-0.009661657,48.50%
701,20419.0,0,-0.021303294,48.57%
702,13332.0,0,-0.030117845,48.63%
703,20451.0,0,-0.03758703,48.70%
704,19654.0,0,-0.08065364,48.77%
705,16543.0,0,-0.04733199,48.83%
706,21058.0,0,0.03164288,48.91%
707,18212.0,0,-0.036488377,48.98%
708,11886.0,0,-0.06929081,49.04%
709,18554.0,0,-0.0035412107,49.11%
710,18491.0,0,-0.0015492283,49.18%
711,13868.0,0,-0.00081493857,49.25%
712,18400.0,0,-0.019575955,49.32%
713,18996.0,0,-0.05343694,49.38%
714,14239.0,0,-0.0046032155,49.45%
715,18697.0,0,-0.004823799,49.52%
716,18347.0,0,0.04336334,49.59%
717,14692.0,0,-0.17752941,49.66%
718,18124.0,0,0.014491502,49.73%
719,18226.0,0,-0.084649004,49.80%
720,17015.0,0,-0.020646699,49.87%
721,15454.0,0,0.07326137,49.94%
722,18706.0,0,0.023677802,50.00%
723,17869.0,0,-0.024158755,50.08%
724,11844.0,0,-0.055052157,50.14%
725,19486.0,0,-0.0284296,50.21%
726,19017.0,0,0.08711318,50.28%
727,18101.0,0,0.06889581,50.35%
728,19991.0,0,-0.035851996,50.42%
729,16534.0,0,0.0017861436,50.48%
730,19033.0,0,0.04435666,50.56%
731,16088.0,0,-0.02785448,50.63%
732,21310.0,0,-0.046660244,50.70%
733,16548.0,0,0.0062497654,50.77%
734,19495.0,0,0.0026588987,50.84%
735,21638.0,0,0.0577555,50.91%
736,21052.0,0,0.04530975,50.98%
737,19730.0,0,-0.0049144356,51.05%
738,14077.0,0,0.053869367,51.11%
739,12897.0,0,-0.078276046,51.17%
740,18871.0,0,-0.0030230626,51.24%
741,17708.0,0,-0.0068064095,51.30%
742,16194.0,1,-0.06140544,51.36%
743,20938.0,0,0.09413323,51.43%
744,21284.0,0,0.1761056,51.49%
745,14609.0,0,-0.030538877,51.56%
746,19169.0,0,0.12435562,51.63%
747,17394.0,0,0.26300445,51.70%
748,16528.0,0,0.009197189,51.77%
749,14142.0,0,-0.036504786,51.83%
750,21129.0,0,-0.00052673864,51.90%
751,21632.0,0,-0.0069533335,51.97%
752,19494.0,0,0.0024615163,52.04%
753,19787.0,0,-0.056303773,52.10%
754,20023.0,0,0.016722195,52.18%
755,19044.0,0,-0.015532946,52.24%
756,16753.0,0,-0.0034197832,52.32%
757,19876.0,0,-0.004811649,52.39%
758,16354.0,0,-0.012163214,52.46%
759,15629.0,0,0.045448773,52.53%
760,20038.0,0,-0.04516601,52.60%
761,13946.0,0,0.01688222,52.66%
762,15974.0,0,-0.074007004,52.73%
763,12310.0,0,0.01814028,52.79%
764,19425.0,0,-0.046687588,52.86%
765,15457.0,0,0.040986445,52.92%
766,13057.0,0,-0.004981617,52.98%
767,20527.0,0,-0.007697386,53.05%
768,16838.0,0,-0.0076683043,53.12%
769,17586.0,0,0.06366388,53.19%
770,18910.0,0,0.011151932,53.25%
771,19045.0,0,-0.015840346,53.32%
772,21249.0,0,0.038634,53.39%
773,13654.0,0,0.032281805,53.46%
774,22927.0,0,-0.021526953,53.53%
775,14242.0,0,-0.106512845,53.59%
776,16779.0,0,-0.0044369134,53.65%
777,19582.0,0,0.03231061,53.72%
778,12373.0,0,-0.010846182,53.78%
779,20662.0,0,0.0634463,53.86%
780,19592.0,0,0.009467596,53.93%
781,20713.0,0,-0.047914743,54.00%
782,16976.0,0,0.014098253,54.06%
783,19965.0,0,0.0034759901,54.13%
784,17892.0,0,0.018178523,54.20%
785,14027.0,0,0.003678274,54.27%
786,22100.0,0,-0.01819557,54.34%
787,17492.0,0,-0.027179375,54.41%
788,21386.0,0,-0.0024237733,54.48%
789,21654.0,0,0.054670762,54.55%
790,16578.0,0,0.11552303,54.61%
791,20642.0,0,-0.08775035,54.69%
792,16803.0,0,-0.019273324,54.75%
793,19983.0,0,-0.0075856973,54.83%
794,20185.0,0,-0.00926136,54.90%
795,17891.0,0,0.018952368,54.97%
796,21823.0,0,0.08285394,55.04%
797,19167.0,0,-0.050004005,55.11%
798,16705.0,0,-0.16266386,55.18%
799,18550.0,0,-0.011169121,55.24%
800,17089.0,0,-0.0059364424,55.31%
801,19807.0,0,-0.0064453827,55.38%
802,22636.0,0,-0.00728389,55.46%
803,17263.0,0,-0.008271297,55.53%
804,22153.0,0,-0.013513869,55.60%
805,15331.0,0,-0.039331947,55.66%
806,14367.0,0,0.0016825163,55.71%
807,18630.0,0,0.00594502,55.79%
808,20758.0,0,-0.008077152,55.85%
809,15806.0,0,0.056627028,55.92%
810,15116.0,0,-0.008951997,55.98%
811,19209.0,0,0.015668027,56.05%
812,20553.0,0,0.0074064997,56.12%
813,19526.0,0,-0.036183547,56.19%
814,17333.0,1,-0.0070320372,56.26%
815,20949.0,0,-0.038943123,56.32%
816,22189.0,0,-0.0044310098,56.39%
817,15474.0,0,-0.016796347,56.46%
818,18576.0,0,-0.05351992,56.53%
819,23449.0,0,0.060890708,56.60%
820,14254.0,0,-0.003201657,56.66%
821,20267.0,0,0.038708966,56.73%
822,13915.0,0,0.0036360412,56.79%
823,18260.0,0,-0.030018277,56.87%
824,18579.0,0,-0.00887495,56.94%
825,15807.0,0,-0.03302958,57.00%
826,21406.0,0,0.03660739,57.08%
827,17539.0,0,-0.010089519,57.14%
828,19739.0,0,0.16182737,57.21%
829,17884.0,0,-0.009545165,57.28%
830,13573.0,0,-4.461687e-05,57.34%
831,13607.0,0,-0.0060874624,57.41%
832,18781.0,0,-0.02665012,57.47%
833,17853.0,0,0.010710549,57.55%
834,13439.0,0,-0.09800118,57.61%
835,19224.0,0,0.08241432,57.69%
836,20734.0,0,-0.046559695,57.76%
837,17161.0,0,0.16455548,57.83%
838,19424.0,1,0.0143561205,57.89%
839,20663.0,0,-0.011637179,57.97%
840,14106.0,0,-0.0072721094,58.04%
841,21550.0,0,-0.03126229,58.10%
842,15212.0,0,0.021533897,58.17%
843,19482.0,0,0.03590797,58.24%
844,19356.0,0,0.021989608,58.30%
845,19442.0,0,-0.08466669,58.37%
846,19391.0,0,0.031482894,58.44%
847,10630.0,0,-0.037273724,58.50%
848,21703.0,0,0.018175855,58.57%
849,18998.0,0,-0.012477029,58.64%
850,20292.0,0,-0.056071926,58.71%
851,18046.0,0,-0.01039834,58.78%
852,20531.0,0,-0.008501117,58.86%
853,19093.0,0,-0.012636361,58.92%
854,18446.0,0,0.0063494793,58.99%
855,18978.0,0,-0.007600382,59.06%
856,21759.0,0,0.15409158,59.14%
857,19299.0,0,-0.05005415,59.21%
858,17523.0,0,-0.011477939,59.27%
859,20713.0,0,0.0837317,59.35%
860,19185.0,0,-0.041298185,59.42%
861,15509.0,0,-0.0073268195,59.49%
862,19026.0,0,0.05566068,59.56%
863,12595.0,0,0.06815609,59.61%
864,17493.0,0,0.13387652,59.68%
865,17203.0,0,0.07777467,59.75%
866,21654.0,0,0.036358677,59.82%
867,19207.0,0,-0.007241747,59.90%
868,20031.0,0,0.02575509,59.97%
869,19353.0,0,0.051705908,60.04%
870,19268.0,0,0.06707993,60.11%
871,13163.0,1,-0.049528632,60.16%
872,20146.0,0,-0.0324279,60.24%
873,19756.0,0,0.0495467,60.31%
874,19239.0,0,-0.042237077,60.38%
875,18236.0,0,-0.021094067,60.44%
876,20132.0,0,-0.02482795,60.51%
877,21317.0,0,-0.010205003,60.59%
878,20889.0,0,-0.033085752,60.66%
879,18848.0,1,-0.02467514,60.73%
880,14574.0,0,-0.020274686,60.78%
881,12919.0,0,0.01087866,60.84%
882,19946.0,1,-0.009653616,60.91%
883,21391.0,0,-0.02479179,60.98%
884,16062.0,0,-0.036243904,61.06%
885,20420.0,0,0.047768887,61.12%
886,23634.0,0,-0.0067204344,61.20%
887,19422.0,0,-0.022940842,61.27%
888,17076.0,1,-0.019592281,61.33%
889,20347.0,0,-0.08877835,61.40%
890,19615.0,0,0.019524701,61.47%
891,16426.0,0,-0.0047705593,61.53%
892,13255.0,0,-0.15875693,61.59%
893,20700.0,1,-0.009133229,61.66%
894,13175.0,0,-0.0056598093,61.72%
895,21038.0,0,0.047704037,61.79%
896,21106.0,0,0.12614919,61.86%
897,15890.0,1,-0.12198192,61.93%
898,17708.0,0,-0.007119045,61.99%
899,22753.0,0,-0.009894091,62.07%
900,20985.0,1,-0.03201783,62.14%
901,21649.0,0,-0.046537984,62.21%
902,19017.0,0,0.063162,62.28%
903,14716.0,0,-0.052510723,62.35%
904,16518.0,0,-0.032769464,62.42%
905,16874.0,0,-0.004132504,62.50%
906,15175.0,0,-0.035092387,62.56%
907,12959.0,0,-0.0058844383,62.62%
908,15823.0,0,-0.074942924,62.67%
909,17905.0,0,0.036358602,62.75%
910,21215.0,0,-0.06456112,62.82%
911,17842.0,1,-0.005730335,62.89%
912,19111.0,1,-0.038267177,62.96%
913,20710.0,0,0.21011211,63.03%
914,20856.0,0,0.04921853,63.10%
915,22359.0,0,-0.09882354,63.18%
916,19507.0,0,-0.05612381,63.24%
917,19099.0,0,-0.0412909,63.31%
918,21029.0,0,-0.022167899,63.38%
919,21448.0,0,-0.031925403,63.45%
920,20143.0,0,-0.036881983,63.52%
921,15867.0,0,-0.0068615284,63.59%
922,22057.0,1,-0.009290356,63.66%
923,21324.0,0,-0.093264915,63.73%
924,22099.0,0,0.121927634,63.81%
925,19475.0,0,0.041705947,63.89%
926,16592.0,0,0.016490323,63.95%
927,21551.0,0,-0.046611737,64.02%
928,12498.0,0,-0.0090750875,64.09%
929,19624.0,0,-0.013167946,64.16%
930,20618.0,0,-0.03863024,64.23%
931,19546.0,0,0.024251478,64.30%
932,19558.0,1,-0.048676368,64.37%
933,17492.0,0,-0.0007493416,64.45%
934,19926.0,0,-0.053837106,64.52%
935,20716.0,0,0.011501364,64.59%
936,16540.0,0,0.038273986,64.65%
937,18178.0,0,-0.021369914,64.72%
938,21423.0,0,0.06741651,64.80%
939,18681.0,0,-0.12554188,64.86%
940,17778.0,0,0.061499406,64.93%
941,21670.0,0,-0.0097841015,65.01%
942,20112.0,0,-0.18715362,65.08%
943,21917.0,0,-0.18176214,65.16%
944,22338.0,0,-0.020394003,65.22%
945,18700.0,0,-0.056148503,65.29%
946,19026.0,1,0.03242081,65.36%
947,20739.0,0,-0.01614394,65.43%
948,18177.0,0,-0.11063939,65.51%
949,21711.0,0,-0.11725637,65.58%
950,15139.0,1,-0.11472005,65.64%
951,19892.0,0,-0.07924648,65.71%
952,20096.0,1,0.037689127,65.78%
953,19506.0,1,0.057186678,65.84%
954,15574.0,0,0.00038298467,65.90%
955,18720.0,0,0.012427315,65.97%
956,19491.0,0,-0.03661064,66.04%
957,20951.0,1,-0.08162647,66.12%
958,20424.0,0,-0.008939437,66.19%
959,20814.0,0,-0.10714334,66.26%
960,22358.0,1,0.08180093,66.34%
961,17104.0,0,0.0751066,66.40%
962,17143.0,0,-0.08170233,66.48%
963,19431.0,0,-0.023419848,66.54%
964,12883.0,0,-0.086246684,66.61%
965,15591.0,1,0.23143925,66.67%
966,19959.0,0,-0.007630005,66.73%
967,16934.0,1,-0.033317883,66.80%
968,18023.0,0,0.14098164,66.86%
969,14250.0,1,0.05666657,66.93%
970,19264.0,0,0.0096458085,66.99%
971,21230.0,2,0.08189206,67.07%
972,18345.0,1,-0.043271333,67.14%
973,13455.0,1,-0.011573253,67.19%
974,21389.0,1,-0.005754246,67.27%
975,18116.0,0,-0.0074681747,67.34%
976,19925.0,1,-0.012018638,67.41%
977,20415.0,1,0.050098162,67.49%
978,21215.0,0,-0.03860994,67.55%
979,21343.0,0,-0.057922024,67.63%
980,16479.0,0,-0.0122164395,67.69%
981,19502.0,0,-0.022243602,67.76%
982,19072.0,1,0.008319003,67.83%
983,19632.0,1,-0.17806526,67.90%
984,20571.0,1,0.012343098,67.97%
985,21623.0,0,-0.0077724704,68.04%
986,16623.0,0,-0.007825796,68.11%
987,18913.0,0,-0.05447862,68.18%
988,19601.0,0,-0.06937805,68.25%
989,21075.0,0,0.0011788979,68.32%
990,18816.0,1,-0.008504809,68.38%
991,20377.0,0,-0.053376317,68.46%
992,23022.0,0,0.012382018,68.53%
993,18669.0,2,-0.021586934,68.60%
994,18713.0,1,-0.011093071,68.67%
995,16855.0,1,0.012490132,68.74%
996,21207.0,1,-0.010836151,68.80%
997,18565.0,1,-0.010519976,68.87%
998,19658.0,0,0.030686729,68.93%
999,15992.0,1,-0.015525967,68.99%
1000,17335.0,0,0.041945133,69.06%
1001,18259.0,1,-0.068672076,69.13%
1002,20022.0,0,0.051121235,69.19%
1003,19249.0,1,-0.06809627,69.27%
1004,22252.0,0,-0.032862447,69.34%
1005,19815.0,0,-0.1935597,69.40%
1006,17097.0,1,0.028761111,69.47%
1007,22436.0,0,-0.009412514,69.54%
1008,22288.0,2,0.027337447,69.62%
1009,20705.0,1,-0.015260411,69.69%
1010,20679.0,1,0.026526654,69.76%
1011,20511.0,1,-0.06018517,69.83%
1012,21389.0,0,-0.045583647,69.90%
1013,20375.0,1,0.032883212,69.97%
1014,21287.0,0,-0.02038767,70.05%
1015,18777.0,1,0.06447942,70.11%
1016,19936.0,1,-0.11391802,70.19%
1017,21710.0,0,0.07964081,70.26%
1018,22398.0,0,0.12281988,70.33%
1019,20862.0,1,-0.054723967,70.40%
1020,21200.0,0,-0.006368468,70.47%
1021,19724.0,1,-0.04618683,70.54%
1022,14941.0,0,-0.077781945,70.59%
1023,19637.0,0,0.051705897,70.66%
1024,19551.0,0,-0.048968695,70.73%
1025,15325.0,0,-0.00527049,70.79%
1026,20161.0,1,-0.044618893,70.86%
1027,19815.0,0,0.11608064,70.92%
1028,20253.0,1,0.10915199,70.99%
1029,19340.0,0,0.00549827,71.06%
1030,19695.0,0,-0.007786341,71.14%
1031,20582.0,3,-0.046167936,71.21%
1032,18783.0,0,-0.007642492,71.28%
1033,19632.0,0,-0.028100288,71.35%
1034,17277.0,2,0.03338887,71.42%
1035,16151.0,0,-0.053090766,71.48%
1036,22032.0,1,-0.005377665,71.56%
1037,19394.0,1,-0.008111855,71.63%
1038,21031.0,0,-0.058335107,71.69%
1039,19648.0,0,0.0027575095,71.76%
1040,20490.0,1,-0.013234269,71.83%
1041,19986.0,0,0.17629105,71.90%
1042,19080.0,0,0.042527426,71.97%
1043,19823.0,1,-0.015606948,72.05%
1044,20019.0,1,-0.0069572898,72.12%
1045,22296.0,1,-0.07285481,72.19%
1046,20737.0,1,-0.04348788,72.27%
1047,18501.0,0,-0.06254664,72.34%
1048,17621.0,1,-0.009355896,72.41%
1049,23209.0,1,0.10379907,72.49%
1050,17353.0,0,0.013852633,72.56%
1051,21330.0,0,0.26028833,72.63%
1052,15362.0,1,-0.0072338884,72.69%
1053,19465.0,2,0.062709995,72.77%
1054,15793.0,2,0.02935601,72.83%
1055,19746.0,0,-0.008818072,72.90%
1056,20984.0,0,-0.0290238,72.97%
1057,18091.0,1,0.08803172,73.04%
1058,15936.0,1,-0.015773602,73.09%
1059,20771.0,0,-0.056908023,73.16%
1060,19109.0,1,-0.004116766,73.23%
1061,19963.0,0,-0.0727626,73.31%
1062,18416.0,0,0.092658125,73.38%
1063,19915.0,0,0.047010165,73.45%
1064,22905.0,0,-0.026501212,73.52%
1065,14277.0,1,-0.011234781,73.58%
1066,20813.0,0,-0.0409206,73.65%
1067,21565.0,0,-0.053930327,73.71%
1068,20801.0,0,-0.038383882,73.79%
1069,18313.0,1,0.05087737,73.86%
1070,20722.0,0,0.062431168,73.93%
1071,21381.0,1,0.09438523,74.01%
1072,22150.0,1,0.015669765,74.08%
1073,15222.0,2,-0.004691473,74.14%
1074,22968.0,0,-0.06282682,74.21%
1075,18011.0,1,-0.103505574,74.28%
1076,21463.0,1,-0.07426007,74.35%
1077,16871.0,1,-0.0076389946,74.41%
1078,19804.0,0,-0.005611656,74.48%
1079,21332.0,1,-0.040389445,74.56%
1080,20363.0,1,-0.06035803,74.63%
1081,22523.0,2,-0.008004249,74.70%
1082,18734.0,2,0.040928796,74.77%
1083,21561.0,0,0.040847365,74.84%
1084,19732.0,0,-0.01063871,74.91%
1085,21125.0,1,-0.007123792,74.97%
1086,22702.0,1,-0.008106088,75.05%
1087,19719.0,0,-0.096755266,75.12%
1088,17704.0,1,0.02417881,75.19%
1089,22575.0,1,-0.047884982,75.26%
1090,20485.0,0,-0.008936238,75.33%
1091,17604.0,1,-0.044258315,75.40%
1092,21364.0,0,-0.005203204,75.47%
1093,17029.0,1,-0.007929728,75.53%
1094,19599.0,0,0.038405582,75.60%
1095,18911.0,1,-0.007772556,75.67%
1096,21633.0,2,-0.037408892,75.74%
1097,22285.0,0,-0.07205495,75.81%
1098,17488.0,1,0.008231159,75.87%
1099,18846.0,2,0.006999529,75.94%
1100,20030.0,1,-0.0094838785,76.01%
1101,17913.0,0,0.0094694,76.07%
1102,20190.0,0,-0.010464614,76.14%
1103,20562.0,0,-0.0095381765,76.21%
1104,21659.0,0,0.009407926,76.28%
1105,14475.0,1,-0.074814804,76.34%
1106,17249.0,0,-0.011083845,76.41%
1107,20283.0,1,-0.036467522,76.48%
1108,20934.0,0,-0.093026884,76.55%
1109,17820.0,1,-0.01139921,76.62%
1110,22055.0,1,-0.012656279,76.69%
1111,22608.0,0,-0.06822857,76.76%
1112,21099.0,0,0.123262234,76.83%
1113,23295.0,2,0.0034258405,76.90%
1114,22252.0,0,0.06671867,76.98%
1115,20875.0,1,-0.012391814,77.05%
1116,20235.0,1,0.07635666,77.11%
1117,20983.0,1,0.015089712,77.19%
1118,23137.0,1,-0.0010699391,77.27%
1119,23564.0,3,-0.09747617,77.34%
1120,22114.0,3,-0.011657576,77.41%
1121,19869.0,1,-0.06632116,77.48%
1122,20245.0,1,0.059563972,77.55%
1123,19076.0,1,-0.016412575,77.62%
1124,17899.0,0,-0.03167661,77.70%
1125,21461.0,3,-0.005583618,77.77%
1126,21458.0,0,0.13657205,77.84%
1127,14945.0,2,-0.023219677,77.90%
1128,20790.0,2,0.12911822,77.97%
1129,19547.0,1,-0.06626585,78.04%
1130,17460.0,2,-0.046922572,78.11%
1131,13975.0,1,0.028319689,78.16%
1132,20360.0,3,-0.0073231636,78.23%
1133,20935.0,1,-0.061050255,78.30%
1134,17504.0,0,0.098757625,78.37%
1135,21117.0,4,-0.11801142,78.44%
1136,20478.0,0,0.02264756,78.51%
1137,16433.0,2,0.23239033,78.57%
1138,20667.0,0,-0.094931364,78.64%
1139,16211.0,1,-0.020433754,78.70%
1140,20051.0,2,-0.054089453,78.78%
1141,21085.0,2,-0.04969746,78.85%
1142,14886.0,2,0.008259561,78.91%
1143,16369.0,2,0.012106274,78.97%
1144,22920.0,4,-0.0006973684,79.04%
1145,20230.0,1,-0.116904475,79.11%
1146,21088.0,0,-0.05516397,79.18%
1147,22065.0,1,0.0069772876,79.26%
1148,22383.0,0,-0.009639177,79.33%
1149,18928.0,1,-0.02309339,79.39%
1150,23251.0,1,-0.018221825,79.46%
1151,22504.0,2,0.059934054,79.54%
1152,18289.0,1,-0.02762279,79.61%
1153,15464.0,1,0.015024364,79.67%
1154,21362.0,0,-0.0056201685,79.74%
1155,21834.0,0,-0.031076793,79.81%
1156,19763.0,0,-0.11131208,79.88%
1157,17022.0,2,-0.004806199,79.95%
1158,19482.0,1,0.10319449,80.02%
1159,19099.0,1,-0.045766618,80.09%
1160,21145.0,2,-0.24158068,80.17%
1161,18874.0,2,-0.016716534,80.23%
1162,15506.0,0,-0.048439544,80.30%
1163,16629.0,1,0.06240171,80.36%
1164,15520.0,2,0.017850177,80.42%
1165,20746.0,2,0.005784636,80.50%
1166,18046.0,2,0.060697522,80.57%
1167,20872.0,2,-0.018152313,80.64%
1168,21518.0,2,-0.05336843,80.71%
1169,19450.0,1,-0.006435529,80.79%
1170,19528.0,2,0.12233276,80.86%
1171,21507.0,0,0.033068776,80.93%
1172,20617.0,1,-0.008363214,81.00%
1173,16121.0,1,-0.02766466,81.06%
1174,21579.0,2,-0.0077120787,81.13%
1175,20125.0,1,-0.0379718,81.19%
1176,17608.0,1,-0.005395726,81.26%
1177,21780.0,3,0.05812785,81.33%
1178,21911.0,2,-0.0076761544,81.40%
1179,22585.0,0,-0.006268201,81.47%
1180,19031.0,1,-0.04552771,81.54%
1181,21025.0,1,0.09551307,81.61%
1182,19335.0,0,0.080111444,81.68%
1183,20147.0,3,-0.09521702,81.75%
1184,19672.0,3,-0.026063643,81.82%
1185,18582.0,3,0.0014498223,81.90%
1186,21670.0,2,-0.027304186,81.97%
1187,20792.0,5,-0.0068188906,82.04%
1188,19129.0,3,-0.038326792,82.11%
1189,21047.0,3,-0.008718664,82.17%
1190,19550.0,1,-0.00078275317,82.24%
1191,20781.0,0,0.050839677,82.31%
1192,22738.0,2,0.40277296,82.38%
1193,15074.0,1,-0.09536409,82.44%
1194,18999.0,3,-0.049381487,82.51%
1195,24482.0,2,-0.018322388,82.59%
1196,18806.0,2,-0.0056070387,82.66%
1197,16863.0,1,-0.0049290303,82.72%
1198,15067.0,0,0.063156374,82.79%
1199,21635.0,1,-0.045599207,82.86%
1200,14810.0,1,0.06231387,82.92%
1201,20715.0,3,-0.033806816,82.99%
1202,21326.0,2,0.043920405,83.07%
1203,22223.0,3,-0.037209384,83.14%
1204,19061.0,1,-0.04219943,83.21%
1205,20363.0,2,0.008877049,83.28%
1206,20522.0,1,-0.00879429,83.35%
1207,19882.0,0,-0.044424433,83.42%
1208,20314.0,0,-0.0056108,83.49%
1209,18436.0,2,0.05157334,83.56%
1210,20253.0,1,-0.027697967,83.63%
1211,21092.0,3,-0.0070867455,83.70%
1212,21531.0,2,-0.03241248,83.76%
1213,21259.0,3,0.05837989,83.84%
1214,21728.0,3,0.0138789695,83.91%
1215,20416.0,4,-0.009795496,83.98%
1216,20236.0,2,-0.06637683,84.05%
1217,19337.0,3,-0.005071432,84.11%
1218,15885.0,1,0.052598517,84.18%
1219,21532.0,2,-0.018903611,84.25%
1220,22425.0,5,-0.006836757,84.32%
1221,22029.0,2,0.008644032,84.39%
1222,22243.0,2,0.051946938,84.46%
1223,21128.0,2,-0.039078865,84.54%
1224,20675.0,1,-0.0073401956,84.61%
1225,20888.0,2,0.018687675,84.68%
1226,21841.0,2,-0.031025957,84.75%
1227,19848.0,3,0.024004415,84.82%
1228,22591.0,5,-0.03749193,84.89%
1229,21612.0,2,-0.004252859,84.96%
1230,21403.0,5,-0.033950213,85.03%
1231,19125.0,2,-0.01238023,85.10%
1232,20974.0,1,0.28166243,85.17%
1233,22423.0,5,-0.0066090967,85.24%
1234,23160.0,1,0.021327443,85.32%
1235,23386.0,2,-0.001052173,85.40%
1236,20418.0,2,0.035649274,85.47%
1237,20443.0,0,0.048068393,85.54%
1238,18980.0,2,-0.06660003,85.61%
1239,13682.0,0,-0.0077947364,85.68%
1240,18849.0,0,-0.040446166,85.75%
1241,19267.0,2,-0.008526395,85.82%
1242,18596.0,1,0.12167662,85.89%
1243,16962.0,0,-0.005002678,85.96%
1244,20160.0,1,0.012332289,86.03%
1245,20961.0,1,-0.026040584,86.10%
1246,20195.0,2,0.0033586381,86.17%
1247,22399.0,2,0.08935382,86.25%
1248,17189.0,2,-0.018827451,86.32%
1249,19118.0,0,0.045897495,86.38%
1250,20752.0,2,-0.041095793,86.45%
1251,22073.0,0,-0.004281187,86.53%
1252,19282.0,1,0.0071275183,86.60%
1253,20549.0,0,-0.010573217,86.67%
1254,20030.0,0,0.0633704,86.74%
1255,22125.0,0,0.005126931,86.81%
1256,21299.0,1,-0.07577375,86.88%
1257,19925.0,1,-0.0065905764,86.95%
1258,19701.0,1,-0.15272035,87.02%
1259,23152.0,2,-0.05488637,87.09%
1260,22139.0,0,0.08861837,87.17%
1261,19577.0,2,0.07661782,87.24%
1262,19542.0,1,0.015734121,87.30%
1263,21365.0,4,-0.06712581,87.37%
1264,21631.0,1,-0.008749867,87.44%
1265,22830.0,3,-0.009722746,87.52%
1266,17635.0,1,0.12100055,87.58%
1267,21158.0,1,0.15477726,87.65%
1268,20602.0,2,-0.010752883,87.72%
1269,19981.0,1,-0.046846498,87.79%
1270,21514.0,2,-0.031604055,87.86%
1271,19339.0,3,0.037731566,87.93%
1272,22546.0,1,-0.0006387855,88.00%
1273,19165.0,2,-0.008823588,88.07%
1274,22430.0,3,-0.009040127,88.14%
1275,21736.0,3,0.045804136,88.21%
1276,21715.0,3,0.12284166,88.28%
1277,21565.0,2,-0.052468322,88.35%
1278,15931.0,2,0.11806464,88.41%
1279,21580.0,2,0.040902987,88.48%
1280,15305.0,2,0.048980724,88.55%
1281,22095.0,2,-0.04640174,88.62%
1282,20334.0,3,0.033218224,88.69%
1283,19428.0,1,-0.048987795,88.76%
1284,21349.0,3,-0.020938212,88.83%
1285,18718.0,2,-0.0048729707,88.90%
1286,21772.0,4,0.037063144,88.96%
1287,21588.0,1,-0.07733152,89.04%
1288,23007.0,3,0.10908869,89.11%
1289,21558.0,4,-0.007595716,89.18%
1290,22849.0,4,0.033774346,89.25%
1291,16681.0,1,-0.0075867665,89.32%
1292,23899.0,2,-0.03356091,89.39%
1293,21353.0,3,0.003761663,89.46%
1294,21139.0,1,-0.014928448,89.53%
1295,22519.0,2,-0.018030649,89.61%
1296,19769.0,1,-0.06741811,89.67%
1297,18857.0,1,0.22556834,89.74%
1298,21413.0,4,-0.037314843,89.81%
1299,17433.0,2,-0.0078858035,89.88%
1300,22571.0,3,-0.009921465,89.95%
1301,13797.0,0,-0.15391704,90.01%
1302,24229.0,5,-0.008858584,90.08%
1303,23396.0,2,0.010841373,90.15%
1304,21947.0,6,-0.0758743,90.22%
1305,20355.0,3,-0.040504098,90.30%
1306,20426.0,1,-0.022885676,90.36%
1307,19246.0,4,0.031988937,90.43%
1308,22181.0,2,0.027307356,90.49%
1309,21511.0,5,0.029188646,90.56%
1310,23504.0,2,-0.0067490623,90.64%
1311,23898.0,4,0.03793621,90.72%
1312,17732.0,3,0.013427784,90.79%
1313,23350.0,3,-0.005319006,90.87%
1314,19838.0,3,-0.00892982,90.93%
1315,21723.0,1,-0.007984737,91.00%
1316,21440.0,2,0.047840662,91.07%
1317,20958.0,3,-0.05874827,91.14%
1318,16495.0,2,-0.064970806,91.21%
1319,18025.0,1,-0.038499273,91.27%
1320,20790.0,3,-0.11981383,91.34%
