Epoch,Loss
1,0.7418276071548462
2,2.6199748516082764
3,0.6171863079071045
4,1.1862322092056274
5,0.9739164113998413
6,0.5677536725997925
7,0.4613805115222931
8,0.495191752910614
9,0.5020117163658142
10,0.45620256662368774
11,0.38718515634536743
12,0.3313148319721222
13,0.3129730820655823
14,0.31342852115631104
15,0.302421510219574
16,0.2901063561439514
17,0.2882940471172333
18,0.2811998724937439
19,0.2616896331310272
20,0.24196100234985352
21,0.23017610609531403
22,0.22483550012111664
23,0.22201848030090332
24,0.21888870000839233
25,0.21398338675498962
26,0.20721779763698578
27,0.19974173605442047
28,0.19206088781356812
29,0.1840527057647705
30,0.17594946920871735
31,0.1686456948518753
32,0.1626874804496765
33,0.15804308652877808
34,0.1541319638490677
35,0.1501811146736145
36,0.14544619619846344
37,0.1400991678237915
38,0.13503463566303253
39,0.13088582456111908
40,0.1273077130317688
41,0.12363124638795853
42,0.11959881335496902
43,0.11536233127117157
44,0.1112079918384552
45,0.10738199204206467
46,0.10404404252767563
47,0.10093219578266144
48,0.09778458625078201
49,0.09447450190782547
50,0.0912015289068222
51,0.08821550756692886
52,0.0854688212275505
53,0.08292794227600098
54,0.08035179227590561
55,0.07755441218614578
56,0.07505875825881958
57,0.07276074588298798
58,0.07061751931905746
59,0.0683901235461235
60,0.06617169827222824
61,0.06403352320194244
62,0.06192928925156593
63,0.0600438266992569
64,0.05827321857213974
65,0.056313689798116684
66,0.05455934256315231
67,0.05285055935382843
68,0.05121510848402977
69,0.0496019572019577
70,0.048006489872932434
71,0.04640412703156471
72,0.04507237672805786
73,0.04359171539545059
74,0.042226843535900116
75,0.040883421897888184
76,0.039629098027944565
77,0.03834844380617142
78,0.03717978298664093
79,0.035997893661260605
80,0.03485681116580963
81,0.03378983959555626
82,0.03268522769212723
83,0.03167315572500229
84,0.030687561258673668
85,0.029726961627602577
86,0.028828082606196404
87,0.027885116636753082
88,0.026996586471796036
89,0.026168368756771088
90,0.025350648909807205
91,0.02459365501999855
92,0.023851169273257256
93,0.02313363365828991
94,0.022451791912317276
95,0.02177645079791546
96,0.021133460104465485
97,0.020527955144643784
98,0.0199012141674757
99,0.01937847211956978
100,0.01881197653710842
101,0.01826728694140911
102,0.01777077279984951
103,0.017301034182310104
104,0.016800066456198692
105,0.016373127698898315
106,0.015918342396616936
107,0.015531511045992374
108,0.015109345316886902
109,0.014713365584611893
110,0.014350847341120243
111,0.013964400626718998
112,0.013646549545228481
113,0.013290445320308208
114,0.012979913502931595
115,0.012675361707806587
116,0.01236618123948574
117,0.012080695480108261
118,0.011797461658716202
119,0.01152606401592493
120,0.011259104125201702
121,0.011009886860847473
122,0.010772486217319965
123,0.010541637428104877
124,0.010308929719030857
125,0.010094702243804932
126,0.009883488528430462
127,0.009654257446527481
128,0.009486031718552113
129,0.00928404089063406
130,0.009088246151804924
131,0.008912681601941586
132,0.008733664639294147
133,0.008563281036913395
134,0.008397700265049934
135,0.008235596120357513
136,0.008083163760602474
137,0.007919020019471645
138,0.007778632454574108
139,0.0076481010764837265
140,0.0074992552399635315
141,0.007362342439591885
142,0.007245490327477455
143,0.007119332440197468
144,0.006988434121012688
145,0.006868213415145874
146,0.006758678238838911
147,0.006637667305767536
148,0.0065321424044668674
149,0.0064263422973454
150,0.006319448351860046
151,0.006219607312232256
152,0.006114618852734566
153,0.0060269758105278015
154,0.005927043501287699
155,0.005834581330418587
156,0.0057471636682748795
157,0.005662220995873213
158,0.005573466420173645
159,0.005491623654961586
160,0.005412893835455179
161,0.005328663159161806
162,0.0052532898262143135
163,0.005174474790692329
164,0.005107886623591185
165,0.005032253451645374
166,0.004955830052495003
167,0.00489279069006443
168,0.0048176320269703865
169,0.004755612928420305
170,0.004690265282988548
171,0.004628858529031277
172,0.004564949776977301
173,0.004505145829170942
174,0.004447914659976959
175,0.00438544200733304
176,0.004329316318035126
177,0.004270409699529409
178,0.004219543654471636
179,0.004166304599493742
