Episode,Reward
1501,139.378
1502,139.378
1503,139.378
1504,149.378
1505,149.378
1506,149.378
1507,149.378
1508,149.378
1509,149.378
1510,149.378
1511,149.378
1512,149.378
1513,149.378
1514,149.378
1515,149.378
1516,149.378
1517,149.378
1518,149.378
1519,149.378
1520,149.378
1521,149.378
1522,149.378
1523,149.378
1524,149.378
1525,149.378
1526,148.601
1527,131.378
1528,131.66
1529,149.378
1530,149.378
1531,941.145999999994
1532,341.81199999999984
1533,149.378
1534,149.378
1535,149.378
1536,149.378
1537,149.378
1538,131.378
1539,141.378
1540,149.378
1541,149.378
1542,149.378
1543,1550.4309999999973
1544,149.378
1545,149.378
1546,129.947
1547,149.378
1548,149.378
1549,864.2530000000005
1550,149.378
1551,1117.484999999991
1552,149.378
1553,149.378
1554,149.378
1555,149.378
1556,149.378
1557,149.378
1558,135.378
1559,149.378
1560,133.378
1561,131.378
1562,131.378
1563,131.378
1564,131.378
1565,149.534
1566,131.378
1567,132.676
1568,131.378
1569,149.378
1570,149.378
1571,145.378
1572,149.378
1573,149.378
1574,131.378
1575,131.378
1576,131.378
1577,135.378
1578,131.378
1579,141.378
1580,149.378
1581,149.378
1582,149.378
1583,135.378
1584,135.378
1585,135.378
1586,135.378
1587,135.378
1588,135.378
1589,135.378
1590,135.378
1591,131.378
1592,131.378
1593,149.378
1594,1384.2119999999923
1595,131.378
1596,131.378
1597,131.378
1598,131.378
1599,131.378
1600,123.378
1601,131.378
1602,131.378
1603,131.378
1604,131.378
1605,131.378
1606,131.378
1607,133.378
1608,135.378
1609,131.378
1610,126.65
1611,139.378
1612,976.1859999999934
1613,149.378
1614,131.378
1615,149.378
1616,149.378
1617,149.378
1618,149.378
1619,135.378
1620,135.378
1621,131.378
1622,131.378
1623,135.378
1624,135.378
1625,133.378
1626,127.378
1627,131.378
1628,131.378
1629,1342.4749999999894
1630,127.378
1631,129.378
1632,115.378
1633,127.378
1634,131.378
1635,127.378
1636,127.378
1637,127.378
1638,127.378
1639,127.378
1640,135.378
1641,740.885999999998
1642,129.378
1643,127.378
1644,127.378
1645,127.378
1646,127.378
1647,127.378
1648,127.378
1649,127.378
1650,127.378
1651,127.378
1652,127.378
1653,131.378
1654,127.378
1655,127.378
1656,127.378
1657,131.378
1658,149.378
1659,135.378
1660,135.378
1661,149.378
1662,149.378
1663,149.378
1664,149.378
1665,149.378
1666,149.378
1667,149.378
1668,1028.2679999999966
1669,149.378
1670,149.378
1671,149.378
1672,149.378
1673,149.378
1674,149.378
1675,149.378
1676,149.378
1677,149.378
1678,149.378
1679,149.378
1680,149.378
1681,149.378
1682,149.378
1683,149.378
1684,143.69400000000002
1685,146.098
1686,149.378
1687,149.378
1688,149.378
1689,145.378
1690,121.378
1691,149.378
1692,151.378
1693,147.647
1694,1452.4409999999853
1695,133.378
1696,139.378
1697,151.378
1698,149.378
1699,149.378
1700,149.378
1701,149.378
1702,121.378
1703,149.378
1704,135.378
1705,149.378
1706,149.378
1707,149.378
1708,149.378
1709,131.378
1710,133.378
1711,133.378
1712,149.378
1713,149.378
1714,149.378
1715,149.378
1716,149.378
1717,933.4189999999946
1718,149.378
1719,149.378
1720,131.378
1721,151.378
1722,777.8939999999985
1723,149.378
1724,149.378
1725,1745.1339999999989
1726,149.378
1727,149.378
1728,149.378
1729,149.378
1730,149.378
1731,149.579
1732,149.378
1733,149.378
1734,149.378
1735,149.378
1736,144.61100000000002
1737,149.378
1738,149.378
1739,149.378
1740,129.947
1741,2072.4629999999765
1742,145.378
1743,149.378
1744,145.378
1745,149.378
1746,149.378
1747,149.378
1748,151.378
1749,149.378
1750,149.378
1751,149.378
1752,149.378
1753,149.378
1754,149.378
1755,135.378
1756,145.378
1757,135.378
1758,149.378
1759,149.378
1760,149.378
1761,149.378
1762,149.378
1763,149.378
1764,149.378
1765,149.378
1766,906.8849999999948
1767,149.378
1768,149.378
1769,149.378
1770,149.378
1771,149.378
1772,149.378
1773,149.378
1774,149.378
1775,149.378
1776,149.378
1777,149.378
1778,149.378
1779,149.378
1780,149.378
1781,408.1399999999996
1782,149.378
1783,149.378
1784,149.378
1785,149.378
1786,145.378
1787,139.378
1788,149.378
1789,141.378
1790,149.378
1791,131.378
1792,131.378
1793,149.378
1794,149.378
1795,131.378
1796,131.378
1797,132.461
1798,145.378
1799,149.378
1800,149.378
